Num           Gauge             MAE            RMSE            BIAS         AbsBIAS             NSD          NegNSD           lnNSD        NeglnNSD             TPD             KGE          NegKGE 
1	1	999.99999	999.99999	999.99999	999.99999	-999.99999	999.99999	-999.99999	999.99999	0	-999.99999	999.99999
2	2	999.99999	999.99999	999.99999	999.99999	-999.99999	999.99999	-999.99999	999.99999	0	-999.99999	999.99999
3	3	999.99999	999.99999	999.99999	999.99999	-999.99999	999.99999	-999.99999	999.99999	0	-999.99999	999.99999
4	4	999.99999	999.99999	999.99999	999.99999	-999.99999	999.99999	-999.99999	999.99999	0	-999.99999	999.99999
5	5	999.99999	999.99999	999.99999	999.99999	-999.99999	999.99999	-999.99999	999.99999	0	-999.99999	999.99999
6	6	999.99999	999.99999	999.99999	999.99999	-999.99999	999.99999	-999.99999	999.99999	0	-999.99999	999.99999
7	7	999.99999	999.99999	999.99999	999.99999	-999.99999	999.99999	-999.99999	999.99999	0	-999.99999	999.99999
8	8	999.99999	999.99999	999.99999	999.99999	-999.99999	999.99999	-999.99999	999.99999	0	-999.99999	999.99999
9	9	999.99999	999.99999	999.99999	999.99999	-999.99999	999.99999	-999.99999	999.99999	0	-999.99999	999.99999
10	10	999.99999	999.99999	999.99999	999.99999	-999.99999	999.99999	-999.99999	999.99999	0	-999.99999	999.99999
11	11	999.99999	999.99999	999.99999	999.99999	-999.99999	999.99999	-999.99999	999.99999	0	-999.99999	999.99999
12	12	999.99999	999.99999	999.99999	999.99999	-999.99999	999.99999	-999.99999	999.99999	0	-999.99999	999.99999
13	13	999.99999	999.99999	999.99999	999.99999	-999.99999	999.99999	-999.99999	999.99999	0	-999.99999	999.99999
14	14	999.99999	999.99999	999.99999	999.99999	-999.99999	999.99999	-999.99999	999.99999	0	-999.99999	999.99999
15	15	999.99999	999.99999	999.99999	999.99999	-999.99999	999.99999	-999.99999	999.99999	0	-999.99999	999.99999
16	16	999.99999	999.99999	999.99999	999.99999	-999.99999	999.99999	-999.99999	999.99999	0	-999.99999	999.99999
17	17	999.99999	999.99999	999.99999	999.99999	-999.99999	999.99999	-999.99999	999.99999	0	-999.99999	999.99999
18	18	999.99999	999.99999	999.99999	999.99999	-999.99999	999.99999	-999.99999	999.99999	0	-999.99999	999.99999
19	19	999.99999	999.99999	999.99999	999.99999	-999.99999	999.99999	-999.99999	999.99999	0	-999.99999	999.99999
20	20	999.99999	999.99999	999.99999	999.99999	-999.99999	999.99999	-999.99999	999.99999	0	-999.99999	999.99999
21	21	999.99999	999.99999	999.99999	999.99999	-999.99999	999.99999	-999.99999	999.99999	0	-999.99999	999.99999
22	22	999.99999	999.99999	999.99999	999.99999	-999.99999	999.99999	-999.99999	999.99999	0	-999.99999	999.99999
23	23	999.99999	999.99999	999.99999	999.99999	-999.99999	999.99999	-999.99999	999.99999	0	-999.99999	999.99999
24	24	999.99999	999.99999	999.99999	999.99999	-999.99999	999.99999	-999.99999	999.99999	0	-999.99999	999.99999
